mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,genre
-109.194984,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,blues
-109.53234,86.9265,-8.624988,64.4895,-6.306033,43.64582,-8.293101,28.546427,-14.08159,8.136634,-21.490425,11.086615,-5.0944667,blues
-163.24313,89.78488,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163736,2.7070131,-20.552906,6.0071893,-2.9081323,blues
-182.66501,90.68653,14.118146,67.55459,2.6876104,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,blues
-149.97588,93.640755,6.336243,71.51115,-8.113177,36.21202,-9.784972,17.641598,-21.119005,-0.12590306,-22.20099,5.435663,-7.4677796,blues
-106.34815,102.64147,-20.172258,59.37521,-9.967279,33.70612,-14.182176,23.516735,-13.329085,16.026072,-18.923176,7.8317666,-7.8003836,blues
-255.97383,110.82752,21.460573,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.58779,-2.430674,-7.144061,blues
-83.00168,107.06744,-25.32368,57.122074,0.08129864,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542858,-9.772627,blues
-55.59663,114.95122,-37.06935,64.90438,-7.164943,15.254703,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,blues
-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883124,-2.382837,11.688009,1.5453439,3.0493674,-7.628483,blues
-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.246782,-12.877674,18.621216,-11.3991165,14.550057,-6.057421,12.74034,-9.374367,blues
-58.0011,109.01412,-36.218388,64.04036,1.4301568,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878274,-11.297565,blues
-98.69757,104.80117,-35.10867,60.695045,-2.839327,22.231003,-7.8374567,19.03072,-11.578803,17.021759,-5.387352,12.199111,-9.960819,blues
-145.42917,102.859566,-12.5421295,56.96205,2.2472627,26.607046,-4.2670345,17.337631,-7.9970355,15.232127,-6.937478,7.4603844,-10.468326,blues
-92.76854,115.340775,-35.060043,57.853596,1.8453194,26.61206,-14.544862,22.132044,-8.207086,11.007707,-5.6440945,7.2728615,-10.202147,blues
-95.45586,105.22937,-26.962673,60.836983,-4.847295,21.54521,-13.523774,12.135234,-20.232872,12.151344,-5.229753,10.264026,-9.45371,blues
-86.25098,91.9421,-23.4035,68.2495,-3.8901277,22.74218,-9.895618,16.891766,-11.393833,18.429016,-7.011848,10.766728,-11.93729,blues
-67.805534,111.709366,-34.657307,61.34179,0.045181274,30.571093,-12.704326,21.166828,-13.13489,16.2878,-6.343271,12.295478,-12.483006,blues
-82.485886,94.170334,-27.139204,75.66251,-27.529984,35.58903,-20.298962,25.121317,-15.379852,11.346787,-13.4022875,8.153382,-8.504349,blues
-144.99365,95.742805,-21.61032,49.62971,-29.898346,29.358595,-18.849941,17.890139,-9.674273,5.5135674,-9.5545635,6.3690124,-21.091816,blues
-129.11397,72.11977,-7.765847,49.26091,-32.721977,21.608433,-27.37464,15.002844,-10.258776,12.437438,-17.034569,7.118173,-18.020405,blues
-85.17353,88.81205,-16.331642,59.223236,-35.993603,14.391535,-22.306257,9.651896,-14.823916,11.181605,-14.808832,8.478196,-19.59089,blues
-118.37033,74.86732,-19.869467,46.947586,-32.569054,23.835135,-26.374111,17.692514,-13.826244,11.946739,-17.888779,7.5559816,-22.900583,blues
-116.546364,97.444626,-13.895614,48.974857,-22.594566,27.76544,-20.240068,18.63935,-14.6516695,8.481435,-16.655897,11.001678,-13.869425,blues
-95.46325,101.38038,-20.697004,48.66807,-30.27181,20.812763,-18.313585,14.14687,-12.79889,13.44428,-14.0782,7.732656,-19.232273,blues
-113.19473,88.705864,-8.925187,49.48269,-34.573833,15.864125,-17.744791,14.710542,-11.202,15.367768,-15.07657,8.7476635,-18.631788,blues
-121.42954,96.12303,-19.616804,48.020565,-38.80819,24.758066,-32.945824,8.104195,-17.81152,6.113286,-19.998335,6.7939243,-19.340662,blues
-133.0444,105.72736,-22.146265,41.81865,-26.996668,19.124523,-26.56932,19.24604,-15.334524,6.9896555,-10.818551,6.7937427,-11.729829,blues
-89.391495,93.78779,-14.57109,54.391533,-33.51502,19.421158,-19.763674,13.022463,-13.869496,14.611718,-14.970264,10.589298,-18.023413,blues
-118.68192,87.62362,6.558794,45.09805,-38.915707,20.813005,-26.863337,13.798009,-17.23861,5.1101575,-15.709855,3.981842,-27.549044,blues
-30.129288,103.7448,-19.76573,56.411625,-12.72487,20.194227,-17.348097,16.309156,-18.444427,8.932052,-11.661623,11.210426,-8.851256,blues
-56.03289,87.84067,-1.6012412,41.205364,-5.6202717,27.784927,-24.002584,21.768122,-18.42899,12.328123,-13.717034,11.85082,-3.9822721,blues
-86.33549,92.7005,-15.399187,54.052013,0.8667874,31.560293,-14.622711,23.325447,-14.978638,15.339354,-7.0493617,12.182225,-6.110912,blues
-52.701164,74.455414,-18.715458,56.307217,-3.9593265,31.987156,-16.45779,22.41769,-12.262029,27.228352,-9.233885,7.8071027,-10.567175,blues
-29.03915,104.53732,-30.978956,38.154427,-7.991592,30.89167,-20.596235,25.83078,-12.959671,16.941612,-12.263682,10.786708,-10.564546,blues
-2.5510163,101.25788,-33.92729,41.518402,-13.815158,31.920723,-21.8686,24.458948,-15.881364,15.794475,-14.372411,12.507441,-13.373969,blues
-3.5590715,92.92779,-25.118544,45.18721,-10.871894,31.86242,-18.057922,28.628012,-10.234054,14.673487,-14.906988,14.751648,-15.609781,blues
-54.747242,119.48588,-34.86474,37.537148,-15.886235,22.081097,-14.668317,18.534313,-9.643759,11.258853,-11.732052,11.539119,-6.4307184,blues
-26.955238,107.34024,-46.812206,40.932655,-21.469862,24.816854,-18.947702,15.260987,-15.0442505,12.270949,-15.239539,14.331287,-13.830045,blues
-29.400257,108.69148,-25.5899,38.44014,-18.353867,21.7857,-25.172712,22.406967,-17.606058,14.675621,-12.086358,5.4621906,-7.70603,blues
-19.893549,98.89588,-24.47666,49.585854,-16.200876,30.19781,-18.029512,27.554832,-11.405636,14.877994,-8.908682,11.671265,-10.886021,blues
-38.994843,112.03825,-31.817707,38.240677,-6.320669,23.330563,-18.778877,23.932188,-10.934216,13.2348585,-14.38119,13.326929,-10.922001,blues
-180.14874,131.41078,0.573336,43.165672,14.135554,25.621374,-5.315874,12.034328,-13.538714,-1.0941218,-7.614392,2.7180743,0.77427197,blues
-212.8154,139.06923,9.454341,35.44627,12.709544,20.417665,-5.5739527,10.893662,-8.731713,8.055455,0.1637972,2.6417468,-1.0257349,blues
-155.51651,125.655754,1.5753244,45.82987,0.90899694,25.39124,-10.81349,15.574146,-11.929204,1.2717763,-6.661502,-0.7791264,-7.7492228,blues
-194.27953,151.85118,-1.1928877,39.1946,16.582485,18.252386,-1.399161,14.87771,-11.616781,2.4488766,-5.0791736,3.9416006,-0.9037844,blues
-346.88687,139.24796,24.084862,22.264013,18.647842,11.657903,9.017679,6.977828,-2.023301,5.420398,1.6508169,-2.3530061,3.193639,blues
-177.48735,115.33375,9.963015,54.05621,7.6156197,28.31573,-9.070212,20.05844,-15.045549,6.222492,-5.6889315,1.379896,-5.843507,blues
-236.38347,161.695,-1.1533349,27.288706,9.581351,20.619045,0.23412764,13.796684,-0.5009198,10.18543,-4.4546185,5.5080886,-3.7167218,blues
-332.30798,128.08076,28.825216,41.83606,31.234665,23.35822,5.7872233,8.996202,-3.8611279,3.7389996,-0.8690583,-0.4369307,1.4746556,blues
-350.3589,169.54633,31.780228,16.713755,28.661758,19.24909,7.8467,10.039796,4.742695,2.915623,3.8965418,1.8103496,-5.970981,blues
-206.28116,126.62033,10.590663,43.21572,12.4949,19.41366,0.3519681,12.730944,-4.5792894,4.0580115,-4.4092126,3.663423,-1.4560472,blues
-130.58153,139.9749,-1.2707359,39.310425,-6.3536654,19.767843,-11.213425,27.243687,-16.53454,7.0218787,-1.2004069,1.6136365,-6.6290407,blues
-314.58218,139.91444,11.862517,30.102106,-7.5390353,14.907039,-2.6808994,6.7015443,-6.3955092,2.8176138,-11.706482,2.0630279,-11.438628,blues
-148.6477,145.73776,-9.363346,48.451443,10.54387,18.014605,-2.634578,16.958082,-11.506824,8.731703,-8.173254,3.2235358,-0.6797588,blues
-90.70722,100.10759,-23.924429,52.588303,-20.928015,31.502182,-11.213113,20.094328,-10.915236,17.563923,-14.097336,12.994508,-11.420426,blues
-177.19162,136.2142,-26.910713,36.37278,-18.759426,20.905872,-1.7765746,3.0159323,-5.59941,5.6345954,-8.114802,5.645384,-10.78655,blues
-268.18002,135.68788,-34.07107,25.634863,-12.970324,17.894695,-9.997608,5.6292233,-14.146461,7.497625,-3.9705248,8.258684,-1.3527371,classical
-324.09195,133.59413,-25.021385,24.567686,-11.939837,17.660225,-5.5225825,1.7202383,-10.571335,-0.85086733,-7.797244,3.5256078,5.0467987,classical
-235.30643,141.13675,-34.679047,30.99717,-16.400242,23.120686,-11.043703,7.6586432,-19.017239,4.236546,-11.835344,8.918064,-1.4424689,classical
-326.89987,127.39418,-30.584469,37.475746,-5.291166,20.806992,-1.7857137,-4.6031647,-4.048745,5.2380347,-0.6428717,2.8008628,7.245895,classical
-259.96228,118.93238,-35.606533,31.990017,-16.535492,10.620698,-15.655911,7.4423375,-5.8104653,8.268948,-18.018595,-1.1994923,-6.346673,classical
-264.2774,138.15092,-30.101551,37.82423,-7.180178,6.7829356,-11.8189,4.712041,-9.843633,5.8637476,-9.573777,2.6703956,-4.796442,classical
-295.74353,134.53831,-22.449306,40.759247,-5.8759804,9.276347,-11.875942,6.2949286,-8.866929,4.406289,-9.378154,4.06138,1.625683,classical
-286.86823,135.91835,-24.436617,36.66117,-6.2452145,6.9629354,-8.168272,3.8440666,-4.3983455,6.4327855,-4.130577,1.549041,-4.3528376,classical
-292.15292,127.763664,-29.909023,37.442085,-9.556902,5.1130486,-13.823927,7.0317283,-7.0326324,6.4920025,-9.904401,4.713663,0.37483177,classical
-356.14395,139.79286,-6.286765,43.188293,-8.879337,11.050314,-8.39305,4.41852,-8.283711,8.682832,-8.135776,3.427108,-1.4406312,classical
-315.04453,128.73926,-28.93491,30.839514,-8.996638,7.9901075,-9.846989,1.4414121,-8.973623,6.049842,-3.320935,7.609508,3.7989612,classical
-385.26587,177.27786,-9.337663,24.373219,5.8054414,-4.5630627,-6.356949,-6.9578943,-4.127428,3.8580673,-0.3582021,-0.94612193,-3.67056,classical
-362.71387,143.93861,-18.981813,30.657846,1.0281466,0.2848454,-7.9897437,-3.8509774,-8.94467,3.2497702,-4.4546375,3.649625,4.933547,classical
-343.13556,140.08688,-20.911034,32.33219,-3.6868107,2.9435575,-10.66953,0.31910294,-5.784346,7.688079,-3.6771073,2.553818,-3.4980676,classical
-324.6391,147.82701,-31.937817,27.408855,-4.508828,-4.165105,-12.588299,-5.118296,-7.741826,0.8432944,-8.195583,-0.822447,1.0045002,classical
-449.51437,124.97361,-19.919233,27.45221,-5.775594,2.2272975,-6.5527916,10.601105,3.3547378,14.393793,1.9887378,5.250284,4.4267945,classical
-482.67636,154.86115,-5.0259824,29.73767,-1.8687441,8.223097,-4.7659545,9.646515,-3.3353899,4.5322237,-10.103474,-0.6667129,-2.4448435,classical
-311.51123,148.66138,-33.509113,10.361734,-12.907805,1.2325779,-12.908661,0.8045732,-9.738699,2.0689795,-5.106063,6.7442927,4.615778,classical
-405.6831,145.69487,-0.8267259,23.067648,9.225309,-2.6439388,-5.750473,-2.0919254,-0.6470632,6.759229,2.8076077,2.446449,5.0846725,classical
-475.86765,141.53087,-8.475216,33.992065,0.5255779,6.034853,0.027931238,9.537156,2.162517,7.0820994,-8.048426,-0.10827334,0.7882739,classical
-300.9405,161.08626,-24.240719,27.966188,-2.8622556,2.3875616,-11.273426,0.22528133,-6.841877,6.0946074,-8.138311,-1.8053259,-4.1101503,classical
-278.22952,147.87563,-31.567955,20.35228,-9.5826435,-6.244679,-13.601204,-0.66615546,-7.274475,1.0198699,-11.758481,-0.9619851,-2.2164092,classical
-278.78244,160.01924,-28.398981,23.062634,-2.6952755,3.0099838,-11.293977,-0.5086696,-11.364047,3.1734755,-5.107195,4.339189,-4.0708914,classical
-406.96542,163.13947,-2.413815,32.456657,7.907838,9.677142,-5.4890423,9.523497,-3.1028214,10.209687,-10.385391,-5.3867087,-8.080066,classical
-223.17725,163.24625,-34.416225,24.187868,-10.304307,3.2287347,-12.884593,0.8050692,-14.284255,1.6726216,-10.143485,0.24415682,-4.545105,classical
-221.28345,173.33664,-37.456543,24.362452,-8.687614,3.3857913,-12.841176,1.0815359,-15.328135,0.42323723,-9.623609,2.2928092,-4.4855638,classical
-319.33237,143.66473,-31.164366,10.908863,-5.55389,-4.265031,-8.95256,-5.58349,-8.020538,2.3426132,-4.477271,-0.319787,0.97486144,classical
-366.25018,181.5994,-5.5262704,27.008371,-4.8321323,4.610715,-10.542602,0.1676211,-11.139511,3.584806,-10.332784,-1.0784338,-4.597308,classical
-228.95734,153.97128,-30.685278,20.8126,-6.08023,1.1724142,-10.7886915,-3.8824687,-11.589583,0.88214755,-8.279238,-0.72677463,-3.1044507,classical
-297.24658,130.27441,-30.589977,27.486969,-7.0549912,1.9900564,-11.125771,4.752086,-8.771535,5.4152317,-5.3753324,4.4642715,1.7346498,classical
-315.67807,149.66841,-30.59499,23.221498,-8.699831,-10.104396,-15.733574,-4.047281,-7.652163,0.04623177,-11.143897,-7.67045,-5.870634,classical
-374.0075,172.44232,6.4029856,20.150894,5.8518014,1.5909549,-6.710565,-1.1913427,-0.29050222,0.33312544,-6.55182,-7.3002505,-7.3283706,classical
-498.60873,177.52312,11.209716,27.63433,-2.8418257,5.090956,-6.604384,-1.0570544,-4.144494,-3.0533736,-9.90994,-8.573808,-9.189356,classical
-429.10315,120.74545,-1.6823534,17.948559,7.7335906,-2.0437236,-3.941744,-2.5360472,-0.5834436,-0.7965369,-9.051198,-3.6899388,-0.9829523,classical
-309.24283,138.64113,-29.713259,33.618786,-0.37825716,5.2437387,-6.3323126,3.280733,-6.714091,-0.6922032,-13.243885,-8.528504,-9.668246,classical
-319.78223,165.98755,-11.918571,27.240343,7.8435597,1.7273006,-7.849843,-2.4120855,-2.908876,-2.5311303,-11.365741,-4.613611,-4.487359,classical
-419.26315,127.44508,-3.7823563,23.200216,-4.3346996,4.030428,-8.209103,-7.6188607,-7.0756884,-2.9239516,-7.409898,-5.437336,-9.099495,classical
-275.37598,125.30793,-41.051292,24.607311,-4.7889285,-4.253849,-15.021034,-5.045092,-5.0018377,2.47306,-10.894701,-8.017638,-5.1663785,classical
-276.03903,146.35081,-36.59162,24.200796,-2.5551608,-2.1697466,-13.303985,-6.504971,-9.398983,-3.1274784,-11.537067,-4.1871166,-1.6895956,classical
-409.53445,116.80004,-16.164232,11.717685,0.7060145,6.006949,-4.274456,0.49547678,0.43389043,12.597707,-1.1140983,-1.1403234,4.957852,classical
-358.65674,129.08748,-30.39764,19.88953,-10.38638,-0.65204483,-10.611145,1.5420539,-3.9753864,1.8689039,-8.833539,-7.1676545,-8.212757,classical
-368.46594,124.26599,-31.582449,17.601763,2.3229303,-5.9495974,-11.807772,-5.547481,-5.407887,-1.3051713,-8.427182,-3.613824,2.2061696,classical
-160.33943,164.12074,-48.87504,1.5913547,-7.591044,-2.631471,-11.077548,-7.0276327,-8.120849,1.2311883,-5.4963484,-4.222176,-5.458137,classical
-249.54944,161.56836,10.129535,-3.0705645,-0.59651774,-2.0836587,-12.191772,-8.60149,-14.638914,-12.049384,-12.30034,-7.1745567,-7.891679,classical
-402.22232,154.00491,-15.211341,15.294042,-3.0777786,-3.1944385,-9.778082,-17.310207,-12.3065605,-7.914643,-7.0827575,-0.28117207,1.5458188,classical
-170.8866,157.03914,-21.966076,5.2446537,-4.092412,-3.6912692,-8.810494,-4.8575964,-7.874582,-5.4110103,-9.373978,-6.623613,-7.811286,classical
-85.26499,118.42306,-31.47277,20.282015,-4.4177094,6.9225984,-10.950942,-1.6200851,-7.367901,-3.0172997,-4.4372015,-1.4064466,-4.246369,classical
-436.84235,154.1132,-19.859339,20.183603,3.1647434,0.44639242,-6.5306387,-4.6033382,-10.0562525,-6.1532865,-4.529443,-2.7835944,-5.23532,classical
-123.763306,148.43001,-21.551394,17.444746,-1.4088038,4.1782947,-6.9904447,-5.1033363,-5.795701,5.0631213,-6.247765,-1.9818286,-0.9684411,classical
-98.35358,98.3555,-20.49053,18.820034,-2.095781,2.6650372,-7.3115172,-3.5901136,-7.989525,-1.9183743,-4.731997,0.6237759,-2.5930848,classical
-449.6218,151.50313,-12.74668,44.27039,6.244759,4.053898,-1.4805393,-1.624076,-2.4867768,-4.282386,-9.653202,-1.3421049,0.14638375,classical
-230.27237,119.15338,-1.0512242,28.384487,10.00878,16.125822,4.793946,6.1923785,0.9515957,5.915187,-1.1755236,3.5739167,-2.0996544,classical
-186.42809,86.65457,-15.711973,14.741793,-2.2158978,6.271489,-0.8879223,0.66504693,-6.0883217,-5.213674,-7.8659334,-1.7187315,-4.7045016,classical
-119.304375,149.57779,-43.31768,24.636248,-5.609388,10.784379,-2.8926942,0.7833024,-6.5456386,4.3880386,-1.2940493,1.3600911,-1.0813607,classical
-106.22088,127.37078,-45.286133,31.277216,4.30544,-5.068433,-16.129375,14.690696,-7.9120975,-1.2216625,2.9819393,17.464767,-4.0720086,classical
-484.0267,144.12991,1.3964741,8.075529,4.933926,-2.3170042,-2.7469437,-6.8448114,-10.147136,-8.056599,-7.1516705,-10.563925,-7.787432,classical
-81.13433,129.09853,-42.53483,33.17631,5.6636167,-6.4022493,-2.2610989,7.3734436,-18.71801,2.4979706,3.7862806,1.9323549,-10.066779,classical
-367.15607,112.80698,-18.74737,10.16273,-1.6047248,3.802954,0.9223539,5.067149,-5.3725705,-9.522553,-8.495645,-1.7838283,1.299132,classical
-349.95245,161.85112,-3.3711889,14.167044,5.7339716,3.5160558,2.9774911,-7.090642,-7.917532,-0.36460108,2.8495579,-2.4810455,-6.7919493,classical
-197.15273,137.3531,-34.188927,25.362162,-5.2665977,-2.777788,-9.506929,-7.6099863,-7.644685,-5.66784,-4.3867764,-5.4302173,-3.5417912,classical
-166.43155,122.135544,-32.106792,16.685278,-5.4006796,-2.4871233,-9.832806,-4.9005094,-6.974422,-4.571057,-6.6684146,-5.4972816,-5.372569,classical
-274.38638,148.3534,-20.334354,21.812437,7.930837,3.775937,-2.2328162,-6.1013494,-5.629294,-6.689498,-5.9066043,-4.595,-1.5465237,classical
-305.4226,135.9234,-11.752712,18.215021,10.38905,3.012959,-5.5959153,0.14172544,-1.3495618,-1.8677533,-3.2052636,-6.742522,-2.6944177,classical
-465.86432,180.2054,56.636234,11.025559,5.8447804,0.7319183,-3.974208,-5.888048,-8.464273,-9.792967,-7.6927004,-3.2534184,-1.8652483,classical
-498.68024,145.66777,46.47074,15.253132,3.067774,-0.8257451,-5.210668,-6.1987047,-3.8057752,0.08864204,2.7183185,2.2182074,0.24392757,classical
-421.71585,172.79298,28.108301,-2.576975,-3.565678,-4.865175,-8.889884,-10.696762,-7.6852007,-7.9576297,-7.334867,-2.7171752,-0.9175328,classical
-429.35043,175.13577,31.91132,4.2821155,1.0457517,-5.766878,-9.477815,-11.283073,-10.581982,-8.664747,-6.3338895,-1.6819394,0.81892645,classical
-413.57153,143.4208,31.354317,14.031841,1.5281578,-2.2939954,-6.4803367,-8.104998,-5.9279113,-4.468454,-2.7899308,-0.814875,-1.2128332,classical
-234.41783,130.25517,-39.531147,19.335638,-6.793275,-5.1301126,-3.707368,-4.0360165,-5.071877,-1.3683323,-7.73577,-4.382001,0.46520543,classical
-321.1795,136.29668,-28.299364,31.01146,0.5664157,0.23202671,0.65548563,-1.3426684,-0.057696976,-0.4247515,-6.1809053,-0.14451793,-0.45611703,classical
-321.19263,134.53426,-18.23528,22.17988,0.4295409,-3.805615,0.49535307,-1.1447424,-1.9025488,-0.105402045,-2.7555182,0.5932068,2.4970195,classical
-269.69882,136.47507,-25.00176,26.395002,0.6870049,-5.381706,-1.1201948,-1.5102577,-0.16106214,-3.78516,-9.28722,-3.1484404,1.6416061,classical
-360.83704,138.98073,-12.931411,33.80207,7.5938,-1.7090735,1.0358474,4.07697,3.9310114,0.9335502,0.5041116,4.6821156,3.340199,classical
-306.78555,152.90353,-27.586826,16.319193,-3.155099,-8.931759,-5.4318347,-9.781289,-7.1121745,0.29346597,0.8718292,5.4160614,8.195814,classical
-289.8248,143.90315,-26.996418,24.06762,-1.1449989,-6.298981,-2.7494168,-3.5280802,-3.0203989,-3.1464949,-7.2563243,-1.6778028,3.078598,classical
